"Timestamp","Top Entry (Choice 1)","Add color around your ""Choice 1"".  Why is it important?  Should it be a new, top-level entry or folded into another larger vulnerability as a concept.  Any additional thoughts are welcome","Top Entry (Choice 2)","Add color around your ""Choice 2"".  Why is it important?  Should it be a new, top-level entry or folded into another larger vulnerability as a concept.  Any additional thoughts are welcome","Top Entry (Choice 3)","Add color around your ""Choice 3"".  Why is it important?  Should it be a new, top-level entry or folded into another larger vulnerability as a concept.  Any additional thoughts are welcome","Top Entry (Choice 4)","Add color around your ""Choice 4"".  Why is it important?  Should it be a new, top-level entry or folded into another larger vulnerability as a concept.  Any additional thoughts are welcome","Top Entry (Choice 5)","Add color around your ""Choice 5"".  Why is it important?  Should it be a new, top-level entry or folded into another larger vulnerability as a concept.  Any additional thoughts are welcome","Bottom Choice (Exclude From List)","Add color around your Bottom Choice.  Why is it not appropriate for our list?  Is it wrong?  Is it off-topic? Any additional thoughts are welcome."
"2024/06/20 7:13:19 AM MDT","AdversarialAIRedTeamingCyberOps","SecOps is the way to go else we run the risk of good old days","FineTuningRag","LLMs are getting synonymous with RAG hence too dependent","InsecureDesign","Self explanatory ","VulnerableAutonomousAgents","Super tricky","MultimodalInjections","Increased attack and failure vector ","UIAccessControlManipulation","This is more tuned with web app security so that should cover it"
"2024/06/20 7:40:40 AM MDT","DeepfakeThreat","Its prevalence and imapct","SupplyChainVulnerabilities","Once these vulnerabilities are in, it will be harder to remove. Solarwinds on steroid","","","","","","","",""
"2024/06/20 7:50:29 AM MDT","","","","","","","","","","","VoiceModelMisuse","I would say it's off-topic and it drifts too far into general AI security. It doesn't have much to do with LLMs. Also all the deep fake threats, AI Assisted Social engineering etc. shouldn't be in the list. "
"2024/06/20 7:54:38 AM MDT","DangerousHallucinations","","SystemPromptLeakage","","BackdoorAttacks","Should be included into Supply Chain attacks","ResourceExhaustion","Could be added into DoS as a sub category. Also linked to Unrestricted Resource Consumption. ","","","AIAssistedSocialEngineering","It's not really a vulnerability of LLM/GenAI but rather a misuse of it."
"2024/06/20 8:48:14 AM MDT","AgentAutonomyEscalation","","","","","","","","","","",""
"2024/06/20 9:26:44 AM MDT","DevelopingInsecureSourceCode","","","","","","","","","","",""
"2024/06/20 9:40:29 AM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","DevelopingInsecureSourceCode","","EmbeddingInversion","","DeepfakeThreat","","DangerousHallucinations","","",""
"2024/06/20 9:41:11 AM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","DangerousHallucinations",""
"2024/06/20 9:49:13 AM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","",""
"2024/06/20 10:01:13 AM MDT","InsecureInputHandling","Insecure Input handling covers various adversarial inputs, prompt injection, prompt extraction and prevent sensitive information disclosure by avoiding prompts that are susceptible to these attacks.  It helps with Security, Output integrity, Privacy protection, ethical use of AI, system availability.  ""Prompt injection could be part of input validation, however more robust protection is required to allow prompts that are valid and prevent that are not valid. LLMs interpret natural language, making validation more complex than traditional input sanitization. The goal is to prevent the model from executing unintended instructions or revealing sensitive information","InsecureDesign","Insecure design in Large Language Models (LLMs) refers to vulnerabilities or flaws in the model's architecture, training, or deployment that can lead to security risks. Lack of input filtering, lack of output validation, supply chain, 3rd party plugins and API connection (RAG), improper training, Inadequate access control for both data from LLM, access to llm, appropriate monitoring and logging, Security event generation can all be part of Insecure Design. ","SupplyChainVulnerabilities","LLM supply chain vulnerabilities refer to security risks and weaknesses that can occur at various stages of an LLM's development, deployment, and use. This includes security in data collection, cleansing, preparation. Security in model training, model access control. Model Distribution such as tampering with various parameters. (if temperature, top k / p available to end user)  - In Deployment - Insecure API access to the model or data used by the model.","InsecureDesign","","DangerousHallucinations","","DeepfakeThreat","There are number of items can be combined from the 34 list. "
"2024/06/20 10:41:57 AM MDT","PromptInjection","IMHO this is the TOP-1 vulnerability and that should stay like this.","FunctionCallingAttack","This is one of the most common issues I see on a daily basis with customers. So this a great fit for number 2.","Unwanted-AI-Actions.md","First of all - this is my own submission so this response might be biased.
From the regulatory pressure - explicitly across hundredths of jurisdictions - this is one of the main issues I often see. For example: In Germany it is illegal to provide insurance advice if you are not a trained professional - hence a AI model must not do that.","Overreliancerewrite","More and more organisations deploy LLMs and increase their reliance on these systems and their accuracy - hence a very important threat","SensitiveInformationDisclosure","With many organisations pushing as much internal info as possible form knowledge bases into RAG solutions the permission scheme from the origin system is lost and potentially all end users might have access to all RAG information, if they ask the right questions.","AIAssistedSocialEngineering","I'm not disagreeing with what is written in here - yes this is a threat and a valid point. However the LLM TOP 10 is a database of threats acting on LLMs and not where LLMs are a tool of a threat actor. Same goes for 01, 09. "
"2024/06/20 10:50:46 AM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","Leaking system prompt can have quite a significant affect on the organisation.","BackdoorAttacks","Backdoor attacks are always userful.","DeepfakeThreat","This is a serious threat that AI poses ","","","","","",""
"2024/06/20 11:14:49 AM MDT","AdversarialAIRedTeamingCyberOps","In today's world, APTs are conducting sophisticated offensive operations including creating deepfakes, spreading misinformation, and conducting cyber warfare. As the OWASP LLM authority it is up to us to ensure we help enterprises understand the risk involved and how they can mitigate it.","BypassingSystemInstructionsUsingSystemPromptLeakage","While this is seemingly a ""fad"" entry, the fact is several agent hosting industries have been hit with this where their IP was exposed as a result. I would therefore rank this as another top level consideration to ensure any organization is aware of the risk and preferably provided with actionable guidance","SystemPromptLeakage","","PrivacyViolation","","SupplyChainVulnerabilities","","",""
"2024/06/20 11:22:19 AM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","DeepfakeThreat","","BackdoorAttacks","","AIAssistedSocialEngineering","","AdversarialInputs","","EmbeddingInversion",""
"2024/06/20 11:30:49 AM MDT","PromptInjection","This is IMO the top new class of risks introduced by LLM usage in apps.   If anything it could be rolled under injection attacks, but in the context of LLMs it feels like a top-level entry.","UnauthorizedAccessandEntitlementViolations","Privilege escalation and access control bypass feel like a co-number 1 in terms of top risks! Ideally LLMs should be out of band from Access Control decisions, but in practice that's super hard.","AgentAutonomyEscalation","This feels like it's part of the same category as UnauthorizedAccess but worth calling out separately because agentic workflows are such a common design pattern","SupplyChainVulnerabilities","So much churn in new 3rd party AI libraries that're pulled into application dependency graphs. ","EmbeddingInversion","There are tons of new vendors happy to store your vector embeddings, but most/all do not have a built in story for encrypting embeddings (using a distance preserving algo).  Which creates a brand new avenue for PII leakage :(","AdversarialAIRedTeamingCyberOps",""
"2024/06/20 12:12:24 PM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","","","","","","","","","",""
"2024/06/20 12:29:26 PM MDT","SensitiveInformationDisclosure","","PromptInjection","","AgentAutonomyEscalation","","VulnerableAutonomousAgents","","BackdoorAttacks","","AgentAutonomyEscalation",""
"2024/06/20 1:06:56 PM MDT","InsecureDesign","I think the ""Insecure Design"" issue really goes beyond the plugin concerns. It may involve the following:

- Failing to clearly define the LLM's purpose, use cases, and target audience.
- Not establishing clear metrics for success or evaluation criteria.
- Lacking a security threat modeling according to the system's goals","SupplyChainVulnerabilities","If we see the OWASP LLM Top 10 as a graph, 'Supply Chain Vulnerabilities' might be the root node. This is because it involves multiple layers of security measures, thorough vetting of third-party components, continuous monitoring for vulnerabilities, and adherence to best practices and standards throughout the entire development lifecycle. Additionally, it concerns how users interact with the product on a daily basis.

From this root node, other vulnerabilities branch out, interconnected by their dependence on a secure supply chain. Issues like 'Training Data Poisoning' and 'Insecure Plugin Design' highlight specific risks within the broader supply chain, emphasizing the importance of maintaining robust security practices at every stage to prevent cascading effects that compromise the entire system.","AdversarialInputs","I like the term 'Adversarial Inputs.' It could be a broad umbrella covering many other scenarios, from Prompt Injection to Data Poisoning. Borrowing the idea of characteristics and sub-characteristics of a quality model such as the ISO 25010, 'Adversarial Inputs' could be the equivalent of a characteristic involving several sub-characteristics related to different stages of user interaction with the LLM","Overreliancerewrite","I think Overreliance is indeed an issue, but not inherent to the LLM itself. Rather, it stems from how it is used. It's a form of Insecure Output Handling, particularly when the downstream system is a human user instead of a cybernetic one. Additionally, 'Developing Insecure Source Code' can be considered a manifestation of Overreliance, as it reflects users' uncritical acceptance of LLM outputs without proper validation.","SensitiveInformationDisclosure","Sensitive Information Disclosure is an umbrella term that encompasses other issues, such as Model Theft, which are shared scenarios of data exfiltration. It even covers Privacy Violation.","MultimodalInjections","More than one issue should/could be excluded as they are already covered by a more general consideration or approach. I will prioritize Multimodal Injections since what is required is a rewrite of Prompt Injection, covering all possible user querying scenarios."
"2024/06/20 1:25:13 PM MDT","MultimodalInjections","With the introduction of models like GPT 4o, the landscape has expanded beyond just text to new novel attacks crossing various conversions, like voice-to-text then text-to-visual. ","AgentAutonomyEscalation","The expansion from chains to Autonomous agents, the risk of either the agents misused with malicious intent or agents have over-permissions either through misconfiguration or the lack of understanding of the capabilities of autonomous agent.  It could result in any from date loss, corrupt or self-inflicted DoS of some other system or infrastructure.","SupplyChainVulnerabilities","With the introduction of the LLMs within almost every current Software/Vendor provider. The landscape has changed and become more complex; this includes the trust of a 3rd parties LLMs to a web of APIs to be managed and secured.  Additionally, as cyber warfare has been a traditional approach, supply chain attacks have become a main approach in the model world. ","PromptInjection","This should remain the Number one - continue education on the various styles and approach to prompt engineering should be considered.  examples: UPIA, Role Play, Crescendo and Many-Shot Jailbreaking (MSJ)","IndirectContextInjection","This attack vector seems to be where many of the traditional malicious approaches could potentially be leveraged.  Many have Blind trust on the completions already.","","I think each one has its own merits"
"2024/06/20 3:44:53 PM MDT","AgentAutonomyEscalation","","BypassingSystemInstructionsUsingSystemPromptLeakage","folded into other prompt exploitation vulnerability","FunctionCallingAttack","","DeepfakeThreat","","SensitiveInformationDisclosure","","",""
"2024/06/20 4:15:23 PM MDT","","","","","","","","","","","",""
"2024/06/20 8:31:59 PM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","BypassingSystemInstructionsUsingSystemPromptLeakage","","",""
"2024/06/20 10:52:35 PM MDT","EmbeddingInversion","There are custom embedding models which are creating 1) Embedding Membership attack  , 2) Embedding Inversion attack. ","BackdoorAttacks","","AgentAutonomyEscalation","Real time  attacks seen","AdversarialInputs","Production Scale  attacks  seen with this  approach ","BackdoorAttacks","","FineTuningRag","RAG is a  common Enterprise  IT  usecase with GENAI and lot many  Citizen developers are using it  naively without  taking  proper due  diligence, hence this is an important  attack to take careof.  "
"2024/06/20 11:27:31 PM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","","","","","","","","","",""
"2024/06/21 4:58:15 AM MDT","PromptInjection","Still the first and biggest attack vector for most people","SystemPromptLeakage","As soon as I know the system prompt, I can force it into DAN mode with some prompt engineering","SensitiveInformationDisclosure","Leaked sensitive information is never good","ModelInversion","","BackdoorAttacks","Similar to choice 3","DeepfakeThreat",""
"2024/06/21 6:18:00 AM MDT","VulnerableAutonomousAgents","As a first and foremost non-obvious problem/vulnerability of LLMs is that an attacker can in may ways manipulate or control the output of the LLM so we MUST use the output as an untrusted text like if it was an internet exposed free text form","InsecureInputHandling","","PromptInjection","","IndirectContextInjection","","Overreliancerewrite","","DeepfakeThreat","Not a risk of the use of LLMs. Effectivity or efficiency gains by adversaries is something we cannot control. Other proposals share the same intrinsic problem. Compilers are useful to build trojans too

RAG & finetuning is another off topic"
"2024/06/21 6:29:51 AM MDT","InsecureDesign","","PromptInjection","","","","PrivacyViolation","","BackdoorAttacks","","",""
"2024/06/21 10:05:42 AM MDT","DevelopingInsecureSourceCode","","","","","","","","","","",""
"2024/06/21 7:11:59 PM MDT","DangerousHallucinations","Dangerous Hallucinations are the number one risk of Generative AI applications. Hallucinations lead to misinformation, loss of brand trust, and in some cases, has caused high profile PR disasters. The risk is exacerbated by the fact that well-tuned LLMs have high confidence in their predictions, and therefore always sound confident. Therefore, we believe that hallucinations should be a new, top level entry as opposed to folded into a larger vulnerability.","SensitiveInformationDisclosure","Sensitive Information includes PII leakage (emails, phone numbers etc.), PHI (medical IDs) or business sensitive information (see Patronus AI's enterprise PII dataset). This is important as it poses a huge risk to businesses. Sensitive data risks is a standalone category as it encompasses many different kinds of private and personally identifying information.","AdversarialInputs","Adversarial inputs encompass any kind of user input that is intended to ""break"" the LLM. It can be considered in the same category as prompt injection.","PromptInjection","Prompt injections allow end users to manipulate LLMs in malicious manners, to reveal sensitive info etc. It can be considered a type of adversarial input.","Unwanted-AI-Actions.md","Unwanted AI actions can cover a wide range of undesirable day to day AI scenarios.","VulnerableAutonomousAgents","I believe we are far from truly autonomous agents, and this risk is out of scope for most present day LLM use cases."
"2024/06/21 8:04:29 PM MDT","DangerousHallucinations","It should be new a top-level entry. This is a very common vulnerability, and certainly one that developers should put effort into addressing as early as possible.","AdversarialInputs","It should be new a top-level entry. This is a very common way to attack models, and certainly one that developers should put effort into addressing as early as possible.","FineTuningRag","It should be new a top-level entry, or it could be rolled into Training Data Poisoning. This is a more domain/architecture-specific attack, but still important to keep in mind.","AlignmentValueMismatch","This could be a top-level entry, or it could be rolled into Overreliance. This is important to an organization as a whole, so it's important to address to prevent brand/reputation risk. ","Unwanted-AI-Actions.md","It should be new a top-level entry. This is a very common vulnerability, and certainly one that developers should put effort into addressing as early as possible.","IndirectContextInjection","This feels like it's essentially a part of Prompt Injections, or even Adversarial Inputs. Because of that, it feels redundant to me. "
"2024/06/23 1:57:05 AM MDT","BackdoorAttacks","","IndirectContextInjection","","","","","","","","",""
"2024/06/23 12:04:53 PM MDT","BypassingSystemInstructionsUsingSystemPromptLeakage","","DeepfakeThreat","","DangerousHallucinations","","BackdoorAttacks","","ImproperErrorHandling","","",""
"2024/06/24 9:36:43 AM MDT","AIAssistedSocialEngineering","should be a new, top-level entry or folded into another larger vulnerability as a concept.","MultimodelManipulation","should be a new, top-level entry or folded into another larger vulnerability as a concept.","PrivacyViolation","should be a new, top-level entry or folded into another larger vulnerability as a concept.","VoiceModelMisuse","should be a new, top-level entry or folded into another larger vulnerability as a concept.","VulnerableAutonomousAgents","should be a new, top-level entry or folded into another larger vulnerability as a concept.","AlignmentValueMismatch",""
"2024/06/24 10:53:35 AM MDT","MultimodalInjections","I think this is a new one.","PromptInjection","This one and “adversarial inputs” could be combined. I think this one needs some attention and rewrite to be more inclusive of what we now know.","ModelInversion","I think this one might be combined with a few other concepts in the proposed vulns around data disclosure due to prompt-response predictability  ","IndirectContextInjection","Not covered previous and very important - but maybe could be rolled into the prompt injections vuln?","ResourceExhaustion","","AdversarialAIRedTeamingCyberOps","This doesn’t really seem to be a vuln that is its own stand-alone thing. "
"2024/06/24 11:14:48 AM MDT","MultimodalInjections","","PromptInjection","","SensitiveInformationDisclosure","","InsecureInputHandling","","","","",""
"2024/06/24 11:17:37 AM MDT","BackdoorAttacks","","IndirectContextInjection","","","","","","","","",""
"2024/06/24 11:51:22 AM MDT","MultimodalInjections","","PromptInjection","","SensitiveInformationDisclosure","","InsecureInputHandling","","DangerousHallucinations","","AIAssistedSocialEngineering",""
"2024/06/24 11:53:17 AM MDT","BackdoorAttacks","Without proper control of your system you are left at the will of the intruder.","BypassingSystemInstructionsUsingSystemPromptLeakage","Any system bypasses need to be prioritized, no matter how small they may appear on the surface.  The next attack vector may be easier to get to.","ResourceExhaustion","Too many odd things happen when resources aren't controlled properly.","ImproperErrorHandling","Usually lack of proper error handling is a lack of knowledge about behavior.  We should know the behavior of these models quite well.","DevelopingInsecureSourceCode","Security is always important","VoiceModelMisuse","Misuse is too loosely defined technically and a never ending battle.  Let's focus on Model control first."
"2024/06/24 12:14:45 PM MDT","InsecureDesign","It all begins at design, and threat modeling has historically been a neglected activity for many reasons. With CISA making a hard push for security-by-design and security-by-default, it makes sense that the fastest, largest area of development, and one that will no doubt have far reaching consequences on society, should receive security attention from the design step forward.","AgentAutonomyEscalation","This is a direct consequence of Insecure Design. Providing the ability for an agent to autonomously perform sensitive operations should be a high cost, high justification activity not taken lightly, and all ability to escalate that autonomy should be hardened or, ideally, prevented lest the agent incur in unwanted or damaging behavior.","SensitiveInformationDisclosure","More and more models are trained with highly proprietary and focused datasets, who need to be protected accordingly. As well, agents may have access to databases and other sources of sensitive data, and they should have the protection of sensitive information as one of their guiding values.","DangerousHallucinations","The usability of a model comes down, at the end of the day, to trust in its responses. Limiting hallucinations will not only raise the trust in the model, but will also avoid silly humans doing silly things based on an hallucinated recommendation.
","SystemPromptLeakage","The system prompt may have rules and boundaries and sometimes sensitive information that not all users should be exposed to. ","PromptInjection","Prompt Injection is not a security issue. Solutions to issues created by Prompt Injection fall into other categories and mitigation - for example, Insecure Design."
"2024/06/24 1:31:37 PM MDT","DangerousHallucinations","Exploitation Potential: Malicious actors could manipulate the model to generate harmful or dangerous instructions.","InsecureDesign","Unintended Behaviors: Insecure design can result in unpredictable or harmful outputs, compromising the model's reliability.","PromptInjection","Content Control: Controlling and moderating the content becomes challenging if the model can be directed to output inappropriate or harmful text.","ResourceExhaustion","High Computational Demand: Large language models require significant computational resources, which can be targeted to cause Denial of Service (DoS) by overwhelming the system.","DeepfakeThreat","Fraud and Impersonation: Deepfakes can be used for fraudulent activities, such as impersonating individuals for financial gain or unauthorized access. Similar to the deepfake threat in Feb 2024 when the finance worker pays out 25Mil in video scam.","",""
"2024/06/24 2:33:31 PM MDT","MultimodalInjections","I think most AIs will be multimodal soon, and this is an important vuln not previously captured","PromptInjection","I think the intentional vs unintentional is actually important to account for here, as well as a lot of other suggestions such as adversarial input and so forth could be captured with a significant rewrite of this.","SensitiveInformationDisclosure","the side-channel aspect about the predictability leading to weakening of encryption I think is an important one and not captured in previous versions. while people think of the traditional sort of way that sensitive information could be leaked by a bot through jailbreaking or prompt injection, this is very different and specific to encryption of data which is a huge security risk","InsecureInputHandling","I actually like the idea of maybe having a broader split of the vulns around input and output, and I feel like this is a step in the right direction. If we had a top 10 for each side, how models handle inputs and outputs and the vulns within them, we could cover more problem space and help the community more","","","AdversarialAIRedTeamingCyberOps","I just don't think this is a vuln. Also, I think I might have responded to this survey by mistake under unfathomableadventure@gmail.com so if you want to disregard any entry from that email please do."
"2024/06/24 5:24:06 PM MDT","SupplyChainVulnerabilities","","AIAssistedSocialEngineering","","IndirectContextInjection","","UnauthorizedAccessandEntitlementViolations","","MultimodalInjections","","ModelInversion",""
"2024/06/24 9:47:33 PM MDT","MultimodalInjections","","PromptInjection","","SensitiveInformationDisclosure","","InsecureInputHandling","","","","",""
"2024/06/25 4:37:09 AM MDT","MultimodalInjections","","PromptInjection","","SensitiveInformationDisclosure","","InsecureInputHandling","","","","",""
"2024/06/25 4:51:44 PM MDT","PromptInjection","Importance: Prompt injection attacks mess with LLM inputs to change how they behave, which can lead to unauthorized actions and data leaks. It's crucial to make sure LLMs handle inputs securely to maintain trust and reliability, especially since these models are used in everything from chatbots to finance and healthcare.

Top-Level Entry or Folded: This deserves its own top-level entry because it has a wide impact and presents unique challenges that need specific defenses and awareness.

Additional Thoughts: We should keep an eye on evolving threats, encourage collaboration between AI and cybersecurity experts, and provide training on how to spot and prevent these attacks to boost overall AI security.","AdversarialInputs","Importance: Adversarial inputs are crafted to trick AI models into making mistakes, which can lead to serious consequences in areas like healthcare, finance, and security. Ensuring AI models can handle these inputs is crucial for their reliability and safety.

Top-Level Entry or Folded: This should be a new, top-level entry because of its unique and significant impact, requiring specific strategies for detection and mitigation.

Additional Thoughts: Regular monitoring and updating of defenses, collaboration between AI and cybersecurity experts, and training on recognizing these attacks are essential for enhancing AI security and reliability.","BackdoorAttacks","Importance: Backdoor attacks involve inserting hidden malicious functionality into AI models, which can be triggered under specific conditions. This poses a significant threat as it can lead to unauthorized actions and data breaches, compromising the integrity and security of AI systems.

Top-Level Entry or Folded: This should be a new, top-level entry because of the severe impact and unique challenges backdoor attacks present. They require focused strategies for prevention and detection.

Additional Thoughts: Ensuring secure training processes, continuous monitoring for suspicious behavior, and collaboration between AI developers and cybersecurity experts are key to defending against backdoor attacks. Education on recognizing and mitigating these threats is also crucial for maintaining secure AI systems.","","","","","Unwanted-AI-Actions.md","Importance: Unwanted AI actions are unintended behaviors by AI models. These issues are usually about refining the model rather than being direct security threats.

Top-Level Entry or Folded: This should be excluded from the top-level entries as it’s less of a security risk and more about model performance.

Additional Thoughts: Improving training and testing can help mitigate these issues. Regular updates and thorough testing are essential to ensure AI systems behave as expected."
